angle0, angle1, x, y, theta
180.0000000,132.0000000,249.8242950,1358.3687636,1.2669199
102.0000000,125.0000000,393.4556575,1271.2538226,1.0918138
120.0000000,128.0000000,379.2716763,1280.3005780,1.1236531
76.0000000,52.0000000,540.5823293,1067.3453815,0.4484291
3.0000000,25.0000000,587.2395062,840.4049383,0.0772470
31.0000000,92.0000000,542.6760563,1053.1098592,0.6691214
175.0000000,131.0000000,268.5581395,1355.0253700,1.2464494
21.0000000,113.0000000,507.0660377,1119.5094340,0.8797594
96.0000000,121.0000000,427.6867470,1236.2560241,1.0399206
166.0000000,36.0000000,448.8927614,1219.6112601,0.5405931
52.0000000,97.0000000,507.9277457,1145.7514451,0.7777653
24.0000000,176.0000000,372.2773109,1231.1316527,1.4185614
70.0000000,93.0000000,500.9148352,1151.3763736,0.7796237
74.0000000,108.0000000,480.0028409,1178.9573864,0.8700698
146.0000000,84.0000000,426.6732283,1251.7814961,0.8488148
54.0000000,159.0000000,376.3936782,1258.9310345,1.3001192
160.0000000,74.0000000,422.1140000,1268.5200000,0.7888190
49.0000000,43.0000000,568.5366300,1006.0238095,0.3309123
155.0000000,81.0000000,422.4552239,1269.3880597,0.8223769
138.0000000,124.0000000,362.5348837,1304.1421189,1.0916747
13.0000000,170.0000000,383.1174863,1224.5491803,1.3698602
168.0000000,166.0000000,203.5858824,1355.1223529,1.5137491
117.0000000,129.0000000,375.4760563,1287.8309859,1.1227078
75.0000000,137.0000000,408.5748031,1246.6614173,1.1005185
71.0000000,140.0000000,405.7057357,1248.2743142,1.1170309
50.0000000,135.0000000,443.0378788,1212.1161616,1.0687175
23.0000000,56.0000000,567.0144231,978.4687500,0.4043114
91.0000000,143.0000000,385.4751381,1267.3674033,1.1638424
129.0000000,65.0000000,479.9111748,1195.6103152,0.6377310
88.0000000,121.0000000,430.8653295,1241.6618911,0.9988496
130.0000000,1.0000000,535.3838384,1072.9393939,0.1788179
136.0000000,46.0000000,495.3072464,1159.1391304,0.4760025
54.0000000,81.0000000,523.6124260,1111.5266272,0.6609657
44.0000000,28.0000000,566.4736091,955.1298146,0.2321725
171.0000000,179.0000000,150.0000000,1363.3673469,-1.5111463
29.0000000,51.0000000,597.2551020,1451.0306122,1.3832061
158.0000000,165.0000000,217.0245902,1351.3278689,1.4875507
114.0000000,109.0000000,417.4891304,1260.6630435,0.9974321
125.0000000,16.0000000,523.0865385,1088.5793269,0.2704409
120.0000000,100.0000000,442.0856031,1247.2509728,0.8982623
90.0000000,38.0000000,542.9881517,1067.0213270,0.3761862
118.0000000,67.0000000,487.5197842,1165.9568345,0.6389104
63.0000000,58.0000000,538.5430712,1070.5187266,0.4808225
121.0000000,157.0000000,307.7845745,1311.6755319,1.3556552
31.0000000,6.0000000,571.0632054,1002.9593679,0.4781307
116.0000000,11.0000000,546.3897059,1037.3750000,0.1752981
36.0000000,3.0000000,584.4419890,867.9917127,-0.0426017
115.0000000,75.0000000,483.1256545,1185.3062827,0.6958490
9.0000000,9.0000000,561.4070022,972.0875274,0.2034611
144.0000000,51.0000000,474.6631854,1189.0678851,0.5643699
93.0000000,147.0000000,363.4930556,1280.4143519,1.2322386
88.0000000,180.0000000,282.0050761,1297.0532995,1.5221558
122.0000000,177.0000000,251.5000000,1312.5000000,1.5629870
74.0000000,87.0000000,502.6734104,1154.3901734,0.7511069
52.0000000,55.0000000,556.8379052,1028.4513716,0.4478810
71.0000000,125.0000000,463.0981013,1196.5664557,0.9795527
22.0000000,22.0000000,578.9227642,943.5081301,0.3256104
100.0000000,147.0000000,367.9418960,1281.6758410,1.2137344
52.0000000,12.0000000,574.9135802,976.9259259,0.2284334
71.0000000,86.0000000,517.3118280,1117.5725806,0.6749012
55.0000000,68.0000000,540.6291209,1062.6401099,0.5493831
51.0000000,35.0000000,562.5495652,980.3965217,0.2721995
76.0000000,102.0000000,489.3016760,1167.1117318,0.8250582
94.0000000,67.0000000,512.7205882,1134.6029412,0.6161010
157.0000000,42.0000000,465.3054054,1203.7324324,0.5401246
98.0000000,14.0000000,559.1634615,1014.4110577,0.1526095
53.0000000,34.0000000,570.7202797,983.0932401,0.2485160
123.0000000,25.0000000,533.6151961,1083.4607843,0.3048749
158.0000000,25.0000000,480.0654450,1177.2853403,0.4236978
96.0000000,36.0000000,541.7270471,1070.3870968,0.3487225
53.0000000,122.0000000,471.7272727,1178.6175549,0.9760200
87.0000000,28.0000000,555.6625310,1027.1240695,0.2680892
44.0000000,31.0000000,573.6171429,956.6438095,0.2073941
51.0000000,3.0000000,589.7992701,890.9489051,-0.0118056
37.0000000,83.0000000,539.0891892,1058.3837838,0.6303443
128.0000000,81.0000000,460.4894837,1216.4799235,0.7841126
85.0000000,149.0000000,363.0000000,1268.3478261,1.2582845
10.0000000,155.0000000,425.7799443,1190.6740947,1.2292449
123.0000000,16.0000000,535.6395939,1075.5862944,0.2457531
168.0000000,45.0000000,436.0631868,1241.1401099,0.6079602
125.0000000,34.0000000,518.0902062,1128.8092784,0.3950581
45.0000000,39.0000000,564.6231343,987.6809701,0.3034462
178.0000000,181.0000000,128.5849057,1366.3207547,-1.4841422
27.0000000,138.0000000,450.4732143,1191.4357143,1.0916674
63.0000000,42.0000000,546.7326531,1020.9836735,0.3703031
164.0000000,37.0000000,455.2176309,1210.6170799,0.5342693
167.0000000,92.0000000,377.3068783,1302.0264550,0.9144457
15.0000000,170.0000000,380.0755208,1223.5052083,1.3745428
56.0000000,145.0000000,417.2719547,1222.7337110,1.1932611
61.0000000,96.0000000,506.2997118,1149.2795389,0.7871329
176.0000000,37.0000000,427.4709141,1244.7506925,0.5889638
114.0000000,133.0000000,374.6297229,1283.4030227,1.1340505
10.0000000,178.0000000,364.4037433,1227.4625668,1.4431999
66.0000000,100.0000000,493.8779070,1156.8779070,0.8353986
21.0000000,109.0000000,518.4138973,1098.0513595,0.8037818
51.0000000,18.0000000,580.7777778,937.9565217,0.1118807
44.0000000,5.0000000,587.6354515,893.0033445,0.0051657
